Group ID,URL,Title,H1,Meta Description
REPORT DESCRIPTION,DUPLICATE Meta DescriptionS REPORT: Pages where only the Meta Description matches (excluding all previous reports),,,
,,,,
163,https://www.kay.com/previously-owned-engagement-ring-12-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-975/p/V-883894608,Previously Owned Engagement Ring 1/2 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 9.75 | Kay,Previously Owned Engagement Ring 1/2 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 9.75,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-diamond-engagement-ring-12-ct-tw-princess-roundcut-14k-white-gold-size-4/p/V-882835806,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-Cut 14K White Gold - Size 4 | Kay,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-Cut 14K White Gold - Size 4,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-engagement-ring-12-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-475/p/V-882343306,Previously Owned Engagement Ring 1/2 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4.75 | Kay,Previously Owned Engagement Ring 1/2 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4.75,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-diamond-engagement-ring-12-ct-tw-princess-roundcut-14k-gold-size-55/p/V-882841404,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 14K Gold - Size 5.5 | Kay,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 14K Gold - Size 5.5,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-diamond-ring-12-ct-tw-princess-roundcut-14k-gold-size-4/p/V-883899306,Previously Owned Diamond Ring 1/2 ct tw Princess & Round-cut 14K Gold - Size 4 | Kay,Previously Owned Diamond Ring 1/2 ct tw Princess & Round-cut 14K Gold - Size 4,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-diamond-ring-12-ct-tw-princesscut-14k-gold/p/V-881803302,Previously Owned Diamond Ring 1/2 ct tw Princess-Cut 14K Gold | Kay,Previously Owned Diamond Ring 1/2 ct tw Princess-Cut 14K Gold,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
163,https://www.kay.com/previously-owned-diamond-engagement-ring-12-ct-tw-princess-roundcut-14k-white-gold-size-1075/p/V-884017601,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 14K White Gold - Size 10.75 | Kay,Previously Owned Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 14K White Gold - Size 10.75,A princess-cut diamond rests in a frame of sparkling round diamonds in this elegant engagement ring for her. Additional round diamonds decorate the 14K white gold band. This fine jewelry ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
164,https://www.kay.com/previously-owned-neil-lane-wedding-band-58-ct-tw-princesscut-diamonds-14k-white-gold-size-525/p/V-884416304,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 5.25 | Kay,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 5.25,"A line of diamonds, totaling 5/8 carat in weight, sparkle along this remarkable 14K white gold wedding band from Neil Lane Bridal®. Vintage-inspired details, such as milgrain edging and a scrollwork design along the profile, set this ring apart from the rest. The ring is designed to complement her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
164,https://www.kay.com/previously-owned-neil-lane-wedding-band-58-ct-tw-princesscut-diamonds-14k-white-gold-size-95/p/V-884083508,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 9.5 | Kay,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 9.5,"A line of diamonds, totaling 5/8 carat in weight, sparkle along this remarkable 14K white gold wedding band from Neil Lane Bridal®. Vintage-inspired details, such as milgrain edging and a scrollwork design along the profile, set this ring apart from the rest. The ring is designed to complement her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
164,https://www.kay.com/previously-owned-neil-lane-wedding-band-58-ct-tw-princesscut-diamonds-14k-white-gold/p/V-884237304,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold | Kay,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold,"A line of diamonds, totaling 5/8 carat in weight, sparkle along this remarkable 14K white gold wedding band from Neil Lane Bridal®. Vintage-inspired details, such as milgrain edging and a scrollwork design along the profile, set this ring apart from the rest. The ring is designed to complement her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
164,https://www.kay.com/previously-owned-neil-lane-wedding-band-58-ct-tw-princesscut-diamonds-14k-white-gold-size-45/p/V-883468201,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 4.5 | Kay,Previously Owned Neil Lane Wedding Band 5/8 ct tw Princess-cut Diamonds 14K White Gold - Size 4.5,"A line of diamonds, totaling 5/8 carat in weight, sparkle along this remarkable 14K white gold wedding band from Neil Lane Bridal®. Vintage-inspired details, such as milgrain edging and a scrollwork design along the profile, set this ring apart from the rest. The ring is designed to complement her matching engagement ring (sold separately). Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
165,https://www.kay.com/previously-owned-diamond-engagement-ring-34-ct-tw-princesscut-14k-white-gold-size-425/p/V-882846506,Previously Owned Diamond Engagement Ring 3/4 ct tw Princess-cut 14K White Gold - Size 4.25 | Kay,Previously Owned Diamond Engagement Ring 3/4 ct tw Princess-cut 14K White Gold - Size 4.25,"Princess-cut diamonds set a dramatic scene in this alluring engagement ring for her. Styled in 14K white gold, the ring has a total diamond weight of 3/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
165,https://www.kay.com/previously-owned-diamond-engagement-ring-34-ct-tw-princesscut-14k-white-gold-size-45/p/V-885102208,Previously Owned Diamond Engagement Ring 3/4 ct tw Princess-cut 14K White Gold - Size 4.5 | Kay,Previously Owned Diamond Engagement Ring 3/4 ct tw Princess-cut 14K White Gold - Size 4.5,"Princess-cut diamonds set a dramatic scene in this alluring engagement ring for her. Styled in 14K white gold, the ring has a total diamond weight of 3/4 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
166,https://www.kay.com/previously-owned-black-white-diamonds-12-ct-tw-engagement-ring-10k-white-gold-size-35/p/V-882844208,Previously Owned Black & White Diamonds 1/2 ct tw Engagement Ring 10K White Gold - Size 3.5 | Kay,Previously Owned Black & White Diamonds 1/2 ct tw Engagement Ring 10K White Gold - Size 3.5,Four princess-cut white diamonds take center stage in this dramatic engagement ring for her. The 10K white gold band is adorned with round black diamonds for a dynamic twist on a classic style. This beautiful ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
166,https://www.kay.com/previously-owned-black-white-diamonds-12-ct-tw-engagement-ring-10k-white-gold-size-95/p/V-884224407,Previously Owned Black & White Diamonds 1/2 ct tw Engagement Ring 10K White Gold - Size 9.5 | Kay,Previously Owned Black & White Diamonds 1/2 ct tw Engagement Ring 10K White Gold - Size 9.5,Four princess-cut white diamonds take center stage in this dramatic engagement ring for her. The 10K white gold band is adorned with round black diamonds for a dynamic twist on a classic style. This beautiful ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
166,https://www.kay.com/previously-owned-black-white-diamond-engagement-ring-12-ct-tw-princess-roundcut-10k-white-gold-size-975/p/V-884005000,Previously Owned Black & White Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 10K White Gold - Size 9.75 | Kay,Previously Owned Black & White Diamond Engagement Ring 1/2 ct tw Princess & Round-cut 10K White Gold - Size 9.75,Four princess-cut white diamonds take center stage in this dramatic engagement ring for her. The 10K white gold band is adorned with round black diamonds for a dynamic twist on a classic style. This beautiful ring has a total diamond weight of 1/2 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
167,https://www.kay.com/previously-owned-neil-lane-diamond-engagement-ring-1-ct-tw-cushion-marquise-round-14k-white-gold-size-45/p/V-885464103,"Previously Owned Neil Lane Diamond Engagement Ring 1 ct tw Cushion, Marquise & Round 14K White Gold - Size 4.5 | Kay","Previously Owned Neil Lane Diamond Engagement Ring 1 ct tw Cushion, Marquise & Round 14K White Gold - Size 4.5",Handcrafted designs by Neil Lane feature diamonds set by hand with high attention to detail. A stunning 1/2 carat cushion-cut diamond is the star of this impressive engagement ring from Neil Lane Bridal®. In supporting roles are brilliant round diamonds that frame the center and decorate the band of 14K white gold. Two marquise diamonds complete the look. This engagement ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
167,https://www.kay.com/previously-owned-neil-lane-diamond-engagement-ring-1-ct-tw-cushion-roundcut-14k-white-gold-size-5/p/V-883634002,Previously Owned Neil Lane Diamond Engagement Ring 1 ct tw Cushion & Round-cut 14K White Gold - Size 5 | Kay,Previously Owned Neil Lane Diamond Engagement Ring 1 ct tw Cushion & Round-cut 14K White Gold - Size 5,Handcrafted designs by Neil Lane feature diamonds set by hand with high attention to detail. A stunning 1/2 carat cushion-cut diamond is the star of this impressive engagement ring from Neil Lane Bridal®. In supporting roles are brilliant round diamonds that frame the center and decorate the band of 14K white gold. Two marquise diamonds complete the look. This engagement ring has a total diamond weight of 1 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
168,https://www.kay.com/previously-owned-neil-lane-morganite-engagement-ring-58-ct-tw-pear-roundcut-14k-rose-gold-size-11/p/V-885465409,Previously Owned Neil Lane Morganite Engagement Ring 5/8 ct tw Pear & Round-cut 14K Rose Gold - Size 11 | Kay,Previously Owned Neil Lane Morganite Engagement Ring 5/8 ct tw Pear & Round-cut 14K Rose Gold - Size 11,"From the Neil Lane Bridal® collection, this entrancing engagement ring features a striking center pear-shaped diamond that is hugged with lovely round diamonds around the edges. Sparkling round diamonds continue to grace the 14K rose gold band to give the ring a total diamond weight of 5/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
168,https://www.kay.com/previously-owned-neil-lane-morganite-engagement-ring-58-ct-tw-pear-roundcut-14k-rose-gold/p/V-885572800,Previously Owned Neil Lane Morganite Engagement Ring 5/8 ct tw Pear & Round-cut 14K Rose Gold | Kay,Previously Owned Neil Lane Morganite Engagement Ring 5/8 ct tw Pear & Round-cut 14K Rose Gold,"From the Neil Lane Bridal® collection, this entrancing engagement ring features a striking center pear-shaped diamond that is hugged with lovely round diamonds around the edges. Sparkling round diamonds continue to grace the 14K rose gold band to give the ring a total diamond weight of 5/8 carat. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
169,https://www.kay.com/previously-owned-the-leo-diamond-engagement-ring-34-ct-tw-princess-roundcut-14k-white-gold-size-4/p/V-885275800,Previously Owned THE LEO Diamond Engagement Ring 3/4 ct tw Princess & Round-cut 14K White Gold - Size 4 | Kay,Previously Owned THE LEO Diamond Engagement Ring 3/4 ct tw Princess & Round-cut 14K White Gold - Size 4,"This breathtaking THE LEO Diamond® engagement ring features a 1/2-carat princess-cut center, beautifully complemented by a row of brilliant round diamonds on either side. The ring has a total diamond weight of 3/4 carat and comes with a unique Gemscribe® serial number laser-inscribed on the independently certified center diamond. The ring is fashioned in beautiful 14K white gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
169,https://www.kay.com/previously-owned-the-leo-diamond-engagement-ring-34-ct-tw-princess-roundcut-14k-white-gold-size-45/p/V-885275901,Previously Owned THE LEO Diamond Engagement Ring 3/4 ct tw Princess & Round-cut 14K White Gold - Size 4.5 | Kay,Previously Owned THE LEO Diamond Engagement Ring 3/4 ct tw Princess & Round-cut 14K White Gold - Size 4.5,"This breathtaking THE LEO Diamond® engagement ring features a 1/2-carat princess-cut center, beautifully complemented by a row of brilliant round diamonds on either side. The ring has a total diamond weight of 3/4 carat and comes with a unique Gemscribe® serial number laser-inscribed on the independently certified center diamond. The ring is fashioned in beautiful 14K white gold. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
170,https://www.kay.com/previously-owned-neil-lane-engagement-ring-2-ct-tw-cushion-princess-roundcut-diamonds-14k-white-gold-size-6/p/V-885007005,"Previously Owned Neil Lane Engagement Ring 2 ct tw Cushion, Princess & Round-cut Diamonds 14K White Gold - Size 6 | Kay","Previously Owned Neil Lane Engagement Ring 2 ct tw Cushion, Princess & Round-cut Diamonds 14K White Gold - Size 6","Neil Lane's vintage Hollywood style conjures romance and classic elegance in the Neil Lane Bridal® collection. Round diamonds surround a breathtaking cushion-cut diamond, while princess-cut diamonds reach up to support the center and round diamonds line the sides in a brilliant triumph of style in this 14K white gold engagement ring for her. The ring has a total diamond weight of 2 carats. Neil Lane Bridal® rings are handcrafted and undergo a four-step polishing process to give each ring its beautiful shine and luster. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
170,https://www.kay.com/previously-owned-neil-lane-ring-2-ct-tw-diamonds-14k-white-gold-size-5/p/V-882748306,Previously Owned Neil Lane Ring 2 ct tw Diamonds 14K White Gold - Size 5 | Kay,Previously Owned Neil Lane Ring 2 ct tw Diamonds 14K White Gold - Size 5,"Neil Lane's vintage Hollywood style conjures romance and classic elegance in the Neil Lane Bridal® collection. Round diamonds surround a breathtaking cushion-cut diamond, while princess-cut diamonds reach up to support the center and round diamonds line the sides in a brilliant triumph of style in this 14K white gold engagement ring for her. The ring has a total diamond weight of 2 carats. Neil Lane Bridal® rings are handcrafted and undergo a four-step polishing process to give each ring its beautiful shine and luster. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
170,https://www.kay.com/previously-owned-neil-lane-engagement-ring-2-ct-tw-cushion-princess-roundcut-diamonds-14k-white-gold-size-55/p/V-881569608,"Previously Owned Neil Lane Engagement Ring 2 ct tw Cushion, Princess & Round-cut Diamonds 14K White Gold - Size 5.5 | Kay","Previously Owned Neil Lane Engagement Ring 2 ct tw Cushion, Princess & Round-cut Diamonds 14K White Gold - Size 5.5","Neil Lane's vintage Hollywood style conjures romance and classic elegance in the Neil Lane Bridal® collection. Round diamonds surround a breathtaking cushion-cut diamond, while princess-cut diamonds reach up to support the center and round diamonds line the sides in a brilliant triumph of style in this 14K white gold engagement ring for her. The ring has a total diamond weight of 2 carats. Neil Lane Bridal® rings are handcrafted and undergo a four-step polishing process to give each ring its beautiful shine and luster. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pick-up. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing."
171,https://www.kay.com/volleyball-name-number-necklace-14k-yellow-gold-22/p/V-788359709,"Volleyball Name & Number Necklace 14K Yellow Gold 22"" | Kay","Volleyball Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/baseball-name-number-necklace-14k-yellow-gold-22/p/V-788359901,"Baseball Name & Number Necklace 14K Yellow Gold 22"" | Kay","Baseball Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/hockey-double-digit-number-name-necklace-14k-yellow-gold-22/p/V-788357705,"Hockey Double Digit Number & Name Necklace 14K Yellow Gold 22"" | Kay","Hockey Double Digit Number & Name Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/basketball-name-number-necklace-14k-yellow-gold-22/p/V-788358606,"Basketball Name & Number Necklace 14K Yellow Gold 22"" | Kay","Basketball Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/football-name-number-necklace-14k-yellow-gold-22/p/V-788360408,"Football Name & Number Necklace 14K Yellow Gold 22"" | Kay","Football Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/basketball-double-digit-number-name-necklace-14k-yellow-gold-22/p/V-788357109,"Basketball Double Digit Number & Name Necklace 14K Yellow Gold 22"" | Kay","Basketball Double Digit Number & Name Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/soccer-name-number-necklace-14k-yellow-gold-22/p/V-788358303,"Soccer Name & Number Necklace 14K Yellow Gold 22"" | Kay","Soccer Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/baseball-double-digit-number-name-necklace-14k-yellow-22/p/V-788356602,"Baseball Double Digit Number & Name Necklace 14K Yellow 22"" | Kay","Baseball Double Digit Number & Name Necklace 14K Yellow 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/football-double-digit-number-name-necklace-14k-yellow-gold-22/p/V-788356006,"Football Double Digit Number & Name Necklace 14K Yellow Gold 22"" | Kay","Football Double Digit Number & Name Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
171,https://www.kay.com/baseball-glove-name-number-necklace-14k-yellow-gold-22/p/V-788360802,"Baseball Glove Name & Number Necklace 14K Yellow Gold 22"" | Kay","Baseball Glove Name & Number Necklace 14K Yellow Gold 22""",Show your athlete how proud you are of their game with this personalized necklace.<br><br /><ul><li>14K Yellow Gold</li><li>Personalize with the name and number of your choosing</li><li>22-inch rope chain with lobster clasp</li></ul>
172,https://www.kay.com/previously-owned-the-leo-engagement-ring-114-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-9/p/V-883579106,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 9 | Kay,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 9,A fabulous princess-cut Leo Diamond is the highlight of this magnificent engagement ring for her. Two rows of dazzling round diamonds frame the center and flow along the 14K white gold band. The central diamond is independently certified and laser-inscribed with a unique Gemscribe® serial number. The ring has a total diamond weight of 1 1/4 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
172,https://www.kay.com/previously-owned%C2%A0the-leo-engagement-ring-114-ct-tw-diamonds-14k-white-gold/p/V-886823602,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Diamonds 14K White Gold | Kay,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Diamonds 14K White Gold,A fabulous princess-cut Leo Diamond is the highlight of this magnificent engagement ring for her. Two rows of dazzling round diamonds frame the center and flow along the 14K white gold band. The central diamond is independently certified and laser-inscribed with a unique Gemscribe® serial number. The ring has a total diamond weight of 1 1/4 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
172,https://www.kay.com/previously-owned-the-leo-engagement-ring-114-ct-tw-princess-roundcut-diamonds-14k-white-gold-size-4/p/V-882895600,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4 | Kay,Previously Owned THE LEO Engagement Ring 1-1/4 ct tw Princess & Round-cut Diamonds 14K White Gold - Size 4,A fabulous princess-cut Leo Diamond is the highlight of this magnificent engagement ring for her. Two rows of dazzling round diamonds frame the center and flow along the 14K white gold band. The central diamond is independently certified and laser-inscribed with a unique Gemscribe® serial number. The ring has a total diamond weight of 1 1/4 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
173,https://www.kay.com/previously-owned-neil-lane-diamond-engagement-ring-138-ct-tw-emerald-roundcut-14k-white-gold-size-5/p/V-883452500,Previously Owned Neil Lane Diamond Engagement Ring 1-3/8 ct tw Emerald & Round-cut 14K White Gold - Size 5 | Kay,Previously Owned Neil Lane Diamond Engagement Ring 1-3/8 ct tw Emerald & Round-cut 14K White Gold - Size 5,A captivating emerald-cut diamond is the star of this engagement ring from the Neil Lane Bridal® collection. Round diamonds frame the center and line the band of 14K white gold. The diamond engagement ring has a total diamond weight of 1 3/8 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
173,https://www.kay.com/previously-owned-neil-lane-bridal-138-ct-tw-emerald-roundcut-diamond-ring-14k-white-gold-size-475/p/V-883561401,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 4.75 | Kay,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 4.75,A captivating emerald-cut diamond is the star of this engagement ring from the Neil Lane Bridal® collection. Round diamonds frame the center and line the band of 14K white gold. The diamond engagement ring has a total diamond weight of 1 3/8 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
173,https://www.kay.com/previously-owned-neil-lane-diamond-engagement-ring-138-ct-tw-emerald-roundcut-14k-white-gold-size-7/p/V-885762308,Previously Owned Neil Lane Diamond Engagement Ring 1-3/8 ct tw Emerald & Round-cut 14K White Gold - Size 7 | Kay,Previously Owned Neil Lane Diamond Engagement Ring 1-3/8 ct tw Emerald & Round-cut 14K White Gold - Size 7,A captivating emerald-cut diamond is the star of this engagement ring from the Neil Lane Bridal® collection. Round diamonds frame the center and line the band of 14K white gold. The diamond engagement ring has a total diamond weight of 1 3/8 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
173,https://www.kay.com/previously-owned-neil-lane-bridal-138-ct-tw-emerald-roundcut-diamond-ring-14k-white-gold-size-425/p/V-885387403,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 4.25 | Kay,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 4.25,A captivating emerald-cut diamond is the star of this engagement ring from the Neil Lane Bridal® collection. Round diamonds frame the center and line the band of 14K white gold. The diamond engagement ring has a total diamond weight of 1 3/8 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
173,https://www.kay.com/previously-owned-neil-lane-bridal-138-ct-tw-emerald-roundcut-diamond-ring-14k-white-gold-size-55/p/V-882363904,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 5.5 | Kay,Previously Owned Neil Lane Bridal 1-3/8 ct tw Emerald & Round-cut Diamond Ring 14K White Gold - Size 5.5,A captivating emerald-cut diamond is the star of this engagement ring from the Neil Lane Bridal® collection. Round diamonds frame the center and line the band of 14K white gold. The diamond engagement ring has a total diamond weight of 1 3/8 carats. Available online while supplies last. Previously Owned Treasures are not eligible for in-store pickup. Previously Owned Treasures may only be shipped either to your home address or to an alternate address. Price comparison based on new item pricing.
